from,amount,to
333,$795.00,80

100,"$1,496.45",127

319,$357.73,294

410,$826.75,48

2,$566.90,362

165,$454.68,63

206,$643.65,249

424,$782.20,255

369,"$1,477.73",325

380,"$1,015.91",333

83,$365.66,264

133,$415.91,334

255,"$1,013.28",467

24,"$2,807.14",431

58,$220.71,391

59,$621.76,142

233,"$4,484.95",73

295,"$5,808.30",250

242,$82.94,463

423,"$1,112.76",294

195,"$2,702.66",147

254,"$1,680.42",15

305,"$1,544.19",340

141,$465.30,100

188,$811.55,395

70,$541.40,225

492,"$2,353.56",492

139,"$1,152.44",299

418,$475.99,475

244,$581.43,459

35,$414.13,411

476,"$2,305.69",391

418,"$3,000.17",497

463,$386.38,157

439,$480.21,145

11,$171.42,140

13,"$2,539.46",171

194,"$1,777.77",314

187,$568.91,21

281,"$3,772.36",305

373,"$1,080.08",453

42,$433.28,456

389,"$3,213.03",243

231,$571.39,69

280,"$1,282.74",432

424,"$2,121.52",217

417,$146.58,254

102,"$3,121.61",476

28,"$6,738.58",314

118,$864.92,187

282,"$1,172.31",111

292,"$3,419.77",252

143,"$3,962.46",84

11,$325.43,154

418,"$1,153.91",144

480,"$2,145.27",228

135,$283.61,364

159,$397.35,65

284,$792.38,233

389,$747.54,39

493,$401.45,375

407,$422.04,181

3,$921.61,471

81,"$7,588.11",44

463,"$1,717.36",500

416,$415.73,241

443,"$1,014.39",155

446,$520.10,93

252,"$1,523.22",431

166,"$3,081.49",346

352,$547.87,381

407,"$1,466.64",68

20,$97.46,471

58,$341.40,68

175,$390.32,343

277,"$5,330.51",377

88,$242.81,1

60,"$2,520.45",46

110,"$1,084.39",381

45,"$1,832.57",165

44,$888.76,394

305,$877.48,288

190,$894.25,250

34,"$2,002.72",394

339,$247.86,88

236,"$1,747.17",227

492,$892.63,227

471,"$1,008.26",376

308,"$1,358.85",47

176,$449.35,65

229,"$1,057.99",152

286,"$1,372.95",367

151,$740.05,263

52,$327.94,224

268,"$2,295.58",313

284,"$1,280.45",206

390,$413.63,386

73,"$1,892.00",420

173,"$2,447.50",384

444,"$3,911.50",358

434,$639.30,478

304,$262.91,255

405,$737.65,61

326,"$1,043.67",333

480,"$4,269.78",196

82,"$3,750.82",98

254,$791.91,408

212,"$1,552.44",156

55,"$1,944.49",86

246,"$20,726.77",239

8,$428.07,274

119,$72.59,189

236,$495.58,22

124,"$1,123.97",149

66,$299.99,310

442,$485.38,107

132,"$1,622.02",105

484,"$1,302.47",469

171,"$1,517.66",466

367,$635.63,167

46,$558.67,69

246,$360.88,341

496,"$3,946.39",8

201,$757.73,371

145,$41.27,133

73,"$9,583.77",15

267,$410.96,486

43,"$1,555.80",470

148,"$7,718.87",337

127,$384.46,19

157,$904.93,431

161,"$5,207.68",455

410,$523.77,335

136,"$1,316.89",61

361,"$1,376.29",161

99,$580.31,260

141,"$9,777.66",151

206,$455.07,422

117,$341.53,247

402,$250.04,371

106,"$1,625.51",117

440,$671.23,151

346,$326.13,370

163,$723.16,101

28,$812.76,19

92,"$2,095.28",287

171,"$2,190.02",385

7,"$1,317.07",475

250,$520.13,232

315,"$4,044.02",373

388,"$2,010.81",272

2,$603.88,454

284,$145.54,384

489,$107.98,399

450,$725.10,262

182,"$4,254.10",101

409,$599.54,7

320,$609.69,24

53,$551.82,260

195,$951.94,45

245,"$1,198.63",301

324,"$1,048.77",207

170,"$2,248.14",208

322,"$3,160.99",178

6,$775.08,268

181,"$2,599.95",218

255,$129.44,166

199,"$1,709.48",304

354,"$1,295.37",23

438,"$4,925.38",322

495,"$7,007.33",16

376,"$1,145.06",276

188,$816.14,114

304,$786.69,118

200,"$1,962.17",468

246,$451.26,94

172,$759.49,109

179,$296.10,427

291,$556.24,174

434,$996.33,340

99,$540.59,303

293,$246.46,27

55,$521.03,360

484,"$1,014.94",271

294,$497.10,298

47,$368.75,226

188,$193.22,308

147,$424.22,186

400,"$2,922.77",77

78,"$10,371.06",281

101,$239.54,397

383,"$1,500.98",305

81,$925.10,225

171,"$1,017.58",81

310,"$1,204.83",447

74,"$3,298.22",59

12,$153.62,386

226,$574.52,151

194,"$5,989.96",292

246,"$6,442.97",39

247,"$1,145.83",92

212,$584.99,104

26,"$1,527.51",437

448,$919.15,190

239,"$1,463.77",175

374,"$1,152.91",394

162,"$1,317.09",222

167,"$1,300.16",200

277,$422.47,268

27,"$3,739.01",411

223,"$1,858.43",48

208,$446.79,396

450,"$1,523.78",324

167,$797.43,66

398,$361.21,221

275,$376.17,113

461,$712.04,104

334,"$1,028.24",219

264,$538.38,56

4,$522.51,7

448,"$1,414.01",116

196,$710.88,331

152,"$1,275.88",444

80,"$2,061.90",144

282,"$1,274.37",404

211,$248.21,472

445,"$1,192.20",205

371,$875.84,169

344,$452.88,344

361,$628.18,115

436,$462.65,85

247,"$2,158.14",411

198,$948.77,158

93,"$1,333.28",277

392,$294.09,25

475,"$1,484.53",325

206,$184.37,318

48,"$4,028.45",401

337,$514.13,81

71,"$1,269.32",70

50,$511.56,208

478,$990.14,260

433,"$3,753.58",460

402,$511.40,473

447,"$1,898.42",133

286,"$2,087.57",376

383,$633.44,102

162,"$1,295.34",102

357,$343.16,162

468,$393.15,327

377,"$1,497.24",344

296,"$2,164.04",390

410,"$1,486.95",366

27,$832.99,14

456,"$4,110.33",44

56,"$1,368.72",331

498,"$1,482.01",362

271,$922.99,425

157,"$1,651.20",436

92,$721.46,273

234,$506.42,165

198,$650.78,497

328,"$2,445.91",252

369,$476.10,304

415,"$1,126.27",358

154,$789.04,122

482,"$9,684.22",321

93,$399.08,279

280,$501.32,414

248,"$4,354.33",107

326,"$1,390.78",321

102,$989.75,168

81,$896.30,250

135,$992.12,225

223,"$1,138.81",275

303,$405.23,435

302,$671.12,80

399,"$4,542.06",345

294,"$1,119.22",222

154,"$2,037.12",137

3,"$1,012.24",169

250,"$1,561.98",165

114,$709.48,455

55,"$1,266.49",316

286,$466.15,312

327,$350.12,428

447,"$1,586.71",212

343,"$3,979.91",130

191,"$2,910.34",455

61,"$1,180.93",200

363,$506.72,487

124,"$1,405.45",397

162,"$9,328.62",55

79,$924.46,281

378,"$4,047.56",130

334,"$2,583.44",137

387,"$1,432.18",141

165,$713.39,244

16,"$2,122.52",7

479,$282.42,397

312,"$1,131.26",87

288,$476.02,273

125,$914.94,241

72,$350.43,124

211,"$1,626.06",500

341,"$1,390.54",158

426,$259.21,209

331,$460.53,473

306,"$2,493.66",320

313,"$11,684.97",23

10,$630.54,217

281,$461.48,480

244,"$1,076.36",229

118,$501.80,348

44,$676.42,168

493,$779.84,314

446,$778.13,203

403,"$1,169.39",340

416,"$1,714.36",157

429,"$1,690.57",54

20,"$2,912.96",211

300,"$1,406.60",383

102,$681.44,143

8,$854.28,200

386,$827.72,471

116,$525.76,222

352,$387.96,4

357,"$1,663.43",325

335,"$7,355.59",375

380,"$11,712.84",9

71,$470.37,457

110,$726.41,154

432,$50.70,406

384,$704.96,13

452,"$1,564.13",139

342,"$1,126.55",427

385,"$2,374.60",465

274,"$2,584.51",136

328,$174.14,218

52,$471.95,486

440,$472.65,420

69,"$1,656.52",407

345,"$1,622.15",85

193,$518.39,474

346,$924.19,299

434,$631.45,8

417,"$4,671.86",105

85,"$2,329.98",260

278,$602.48,470

322,"$1,607.64",12

108,$573.10,350

146,"$1,350.55",91

405,$978.63,310

128,$461.16,349

206,$322.57,7

489,"$3,823.29",472

473,"$7,282.36",369

409,$762.50,417

86,"$1,920.81",200

491,$583.08,151

362,$760.96,234

76,$469.02,7

139,"$1,167.69",235

182,$955.68,455

326,$721.90,468

198,$196.91,143

480,$813.08,41

314,"$2,489.52",329

67,"$1,133.49",181

454,$550.01,422

131,$329.63,72

30,$930.03,199

18,"$1,276.59",362

437,$405.49,297

65,"$3,165.52",278

405,"$7,248.79",254

71,"$2,518.15",327

222,"$1,936.96",282

495,"$1,131.61",485

294,"$3,335.93",267

81,$261.38,394

428,"$1,599.91",412

285,$219.77,43

382,"$9,297.24",314

49,"$2,164.33",496

194,"$2,072.28",208

297,"$2,137.79",194

4,"$13,215.05",313

6,$455.30,14

206,"$1,478.08",35

38,"$1,716.26",24

271,"$1,187.91",144

67,"$7,986.93",242

137,"$2,862.22",452

126,"$3,321.21",209

131,"$1,000.92",229

395,$617.38,123

72,$190.79,70

352,"$1,035.25",27

326,$198.49,294

272,$629.95,329

298,$650.08,498

341,"$2,358.38",7

386,"$2,014.84",276

100,"$5,219.15",478

199,$728.99,46

469,"$1,678.57",187

172,"$2,546.65",140

427,"$7,861.49",445

124,"$1,007.09",32

289,"$1,712.94",43

225,"$3,454.65",475

253,"$10,007.11",1

486,$755.84,176

108,$414.68,329

264,"$2,858.43",246

19,"$1,230.90",444

346,$821.48,253

180,"$2,794.25",198

205,"$2,228.73",271

304,$639.89,380

237,$464.80,55

424,"$7,469.42",11

13,$256.94,380

129,$759.58,97

142,$695.52,467

270,"$1,317.34",408

332,$904.37,252

496,$601.88,199

153,"$1,083.22",141

234,"$1,509.17",207

21,$187.80,101

146,$385.11,262

356,"$1,520.12",114

462,$777.10,73

280,"$1,675.14",122

192,"$2,713.81",432

250,"$15,726.80",100

439,"$2,153.91",448

117,$790.87,89

137,"$1,486.24",107

263,"$1,559.36",286

101,"$1,046.83",21

340,$835.13,480

386,"$1,429.69",194

356,$979.68,252

84,$896.12,4

273,$487.89,437

102,$572.29,188

294,"$1,787.04",83

325,$616.12,102

270,"$1,105.04",409

66,$414.53,384

134,"$1,461.31",455

221,"$3,290.14",203

166,$618.75,243

253,"$2,213.55",99

249,"$2,818.13",269

327,$696.08,493

126,$749.22,104

210,$653.90,219

10,$455.86,357

97,$418.49,57

61,"$1,977.77",336

187,"$1,254.98",396

223,$413.79,78

472,$260.40,71

22,$590.15,450

19,$306.57,260

79,"$2,588.37",417

192,"$2,137.66",217

273,$737.87,166

253,$520.56,179

289,"$1,629.60",27

164,"$2,543.65",360

309,"$4,180.12",72

474,"$1,688.40",394

233,"$1,405.06",478

257,"$1,583.94",13

265,$799.83,354

339,"$2,147.17",489

36,$563.28,186

66,"$1,062.60",467

393,$440.11,148

96,$708.63,381

144,$397.75,261

248,"$4,763.24",408

333,"$7,636.49",472

480,"$3,338.24",167

161,$453.02,324

312,$803.11,179

486,$369.39,357

80,"$2,505.06",483

421,$438.20,61

278,"$1,844.18",271

385,"$1,384.22",338

111,$286.62,125

148,$791.45,249

276,"$1,054.37",241

58,"$1,044.75",267

292,$98.18,232

469,$719.76,339

480,"$1,023.44",442

300,"$7,863.71",222

249,$646.58,373

471,"$5,962.29",358

321,"$1,230.65",463

335,"$8,395.48",74

261,"$1,951.59",355

393,"$1,684.43",190

134,"$2,489.38",307

98,$90.53,76

478,"$3,678.61",311

176,"$20,039.03",7

106,"$1,904.11",446

281,$564.93,284

67,"$1,242.01",362

55,"$1,204.75",309

170,"$2,247.36",25

425,"$1,358.92",258

111,"$1,705.21",273

139,$293.11,149

75,"$1,025.76",481

356,"$2,892.50",49

346,"$7,308.41",64

110,$307.10,102

422,"$1,345.43",105

327,"$1,681.77",106

351,"$1,571.90",476

451,$88.20,401

270,"$4,563.51",238

330,"$2,117.54",168

185,"$2,182.55",312

139,"$3,481.25",302

32,"$3,258.11",240

188,"$1,323.91",26

345,"$1,327.02",90

248,"$1,032.89",295

77,$191.58,34

325,$612.27,41

49,$375.74,293

68,"$1,489.51",78

82,"$4,614.60",470

342,"$1,785.88",131

237,$574.60,491

296,"$1,944.43",111

369,"$1,635.30",455

266,"$1,865.14",126

62,$547.19,135

403,"$2,968.11",328

286,"$2,480.33",333

54,"$1,198.76",432

189,"$2,440.16",68

478,$735.45,213

479,"$6,488.80",33

320,$747.76,140

95,$335.54,23

20,$445.42,346

52,$653.47,34

500,$555.69,151

335,"$2,527.46",382

478,"$2,750.82",121

399,$907.79,395

276,$772.93,288

37,"$3,740.22",100

232,"$2,274.63",87

69,"$4,024.67",193

136,"$1,272.00",96

234,$497.29,223

387,"$1,518.26",329

85,$830.16,437

76,$275.48,400

39,"$3,519.43",73

258,"$2,313.19",468

242,"$1,215.46",221

334,$820.95,245

395,"$1,857.01",427

26,"$1,040.75",424

442,$266.36,241

260,"$1,647.52",108

254,$528.27,53

331,"$1,200.07",305

427,$738.82,158

59,"$1,517.85",396

289,$292.77,33

221,$731.39,368

138,$384.21,350

439,$332.55,22

140,"$4,906.93",183

52,"$1,414.90",317

116,$433.84,258

51,$239.12,132

157,$492.59,197

446,"$3,291.43",187

174,$766.61,391

483,"$3,578.49",88

203,"$1,081.27",12

159,$435.73,70

264,"$1,925.27",107

324,"$3,633.61",463

165,$108.33,150

402,"$2,652.17",470

390,$376.17,24

111,$489.40,484

125,"$1,500.95",339

74,$641.34,279

123,"$4,691.22",225

242,$186.39,147

58,$640.21,337

18,$800.45,419

173,"$2,106.86",359

180,"$5,475.55",278

359,"$1,599.65",108

118,$696.95,311

386,$566.30,69

456,$421.39,48

396,$434.67,203

348,"$2,467.75",189

286,$168.14,286

327,"$2,383.07",56

208,"$1,528.59",312

391,"$1,730.14",318

98,$471.35,419

216,"$4,184.57",431

279,$143.49,415

87,"$4,375.34",429

343,$364.50,94

303,$814.47,36

440,"$2,948.68",167

369,$853.64,217

210,"$2,454.40",412

405,$375.78,283

352,"$1,271.18",321

189,"$1,911.03",89

39,"$4,356.70",471

483,"$2,116.32",241

245,$164.57,335

428,"$1,264.95",100

256,$284.78,404

488,$283.33,476

180,"$1,309.07",37

430,$498.51,107

221,$878.90,412

95,$332.93,233

13,$677.76,500

51,$245.04,62

426,"$1,107.13",173

409,$674.83,321

341,$534.35,127

90,$822.04,428

488,$579.98,487

341,"$1,004.68",378

296,$207.24,283

213,$571.94,342

103,$305.62,248

485,"$2,977.96",259

50,$210.14,221

35,$471.57,329

222,"$1,855.11",246

459,"$3,045.54",378

136,$370.06,296

500,$258.99,490

168,$626.65,171

477,$533.96,90

258,"$1,465.53",493

475,"$2,672.92",382

270,"$2,434.99",276

57,"$1,071.50",259

496,$411.98,100

85,"$15,429.29",122

369,$466.07,481

402,"$1,866.01",465

489,$605.32,56

434,$861.47,341

490,"$1,019.40",451

200,"$11,380.62",361

286,$828.47,58

94,$269.11,332

289,$215.19,246

433,$452.23,337

166,$331.59,214

361,"$1,373.32",283

75,$780.17,292

54,$314.14,256

368,"$1,133.11",336

246,"$5,891.89",485

162,$364.05,276

37,$195.89,455

454,"$1,490.12",10

266,$947.21,390

265,"$1,379.06",485

413,$371.18,448

400,"$1,761.98",454

310,"$2,139.78",490

361,"$1,632.78",283

372,$624.59,25

487,"$1,010.03",293

401,"$1,759.35",25

134,"$3,126.20",323

302,$390.95,361

53,"$1,927.68",480

457,"$1,206.74",460

21,$601.23,288

236,$277.17,170

268,$206.16,248

81,$545.86,28

185,$133.72,408

166,"$1,054.57",274

99,"$9,446.76",182

73,$842.04,354

21,$676.82,397

167,"$1,039.83",427

225,$886.50,394

289,$323.60,305

250,"$1,066.23",126

438,"$10,212.04",211

177,"$5,538.20",338

2,$641.40,48

268,"$1,583.13",16

230,$340.32,67

333,"$1,380.64",77

29,"$1,301.57",15

151,$912.22,308

374,"$1,649.55",446

400,"$1,039.25",145

364,"$1,014.95",483

118,"$1,230.16",59

76,$993.30,343

49,$385.55,394

7,"$1,782.72",427

482,"$1,285.45",482

125,$880.73,249

24,$544.81,192

289,$570.56,426

153,"$6,874.05",297

232,"$9,289.70",427

52,$527.77,235

410,"$1,264.53",176

102,"$1,004.47",498

107,"$17,222.00",398

290,$355.46,152

96,"$1,209.63",67

341,$331.21,8

352,"$1,851.95",276

424,"$3,003.52",335

377,$391.97,146

298,$831.38,413

153,$892.20,32

500,"$2,162.82",140

393,"$8,450.30",26

444,$711.53,144

290,$557.79,322

168,$608.64,39

47,$444.84,78

241,"$4,230.38",349

55,"$1,246.05",83

418,"$17,724.11",39

286,"$1,320.85",85

163,$235.41,60

362,"$3,232.78",63

291,"$1,766.64",241

126,$483.91,446

264,$460.31,68

438,"$8,582.75",385

150,$241.54,247

356,$427.97,246

352,$898.44,454

248,"$3,238.81",230

308,$526.10,210

450,"$2,066.41",264

372,$96.45,96

244,$699.03,209

13,"$1,811.88",348

193,"$2,134.79",132

16,$584.96,76

123,"$1,274.00",234

126,"$5,485.44",228

221,$924.02,54

241,"$1,451.20",476

46,"$9,123.26",40

148,"$1,658.68",12

285,$672.58,33

286,"$2,219.83",369

416,$538.28,157

289,$546.64,468

215,"$2,545.09",432

223,"$3,939.24",154

325,"$2,510.27",196

92,"$1,103.61",307

93,"$1,661.98",446

90,$696.33,4

297,"$1,669.08",96

238,$278.74,275

139,"$3,452.15",456

105,$439.53,365

235,$437.19,243

44,$421.65,480

487,$294.72,94

314,"$4,646.84",115

234,$459.26,40

440,$982.83,487

488,$930.39,232

475,$185.28,5

209,"$4,180.41",174

86,"$1,212.23",361

212,"$2,368.08",152

59,"$1,263.97",338

141,"$1,413.91",489

370,$772.11,130

219,$702.16,75

280,"$1,410.77",242

182,$404.65,398

210,$700.35,324

190,$953.87,51

224,$573.05,424

415,"$1,381.44",29

388,"$2,327.75",27

160,$738.34,362

178,"$1,280.59",464

221,"$2,124.15",328

272,$256.32,450

406,"$3,878.51",411

184,$320.95,50

158,"$4,604.47",447

197,$548.95,144

174,"$12,264.70",499

103,$798.89,384

60,$508.52,319

143,"$2,555.27",428

454,$111.13,63

268,"$1,228.35",298

317,$561.19,351

141,$573.05,77

97,"$1,107.01",158

442,"$1,403.57",347

324,"$2,355.53",168

258,"$5,738.61",174

117,"$1,955.47",371

456,$964.62,165

182,"$6,776.76",183

407,"$2,484.44",270

359,$459.60,199

273,$327.77,484

222,$283.60,473

440,$137.47,387

118,$983.91,25

43,"$7,577.85",304

305,$157.02,482

351,$560.24,142

319,"$3,323.75",84

409,$80.35,202

367,$860.18,42

259,$626.05,332

404,$91.11,259

31,$219.84,464

419,"$4,777.09",276

87,$293.23,447

420,$497.15,117

269,"$1,816.92",309

199,$478.52,75

204,"$1,088.24",315

436,"$1,450.73",121

127,"$1,279.44",59

7,$274.63,43

443,"$1,137.07",484

93,$127.89,72

377,$148.64,385

321,$536.03,338

89,$473.05,223

457,"$1,353.98",139

87,$913.08,359

361,$365.62,461

251,"$1,797.37",295

203,"$1,417.92",204

429,$309.35,200

376,$388.49,71

88,$315.30,430

325,"$5,243.91",181

271,$825.92,471

183,"$6,366.07",83

405,$736.51,476

307,$488.09,498

270,"$2,118.00",432

498,"$1,094.87",466

393,$536.39,95

216,$240.18,200

254,"$4,355.46",23

258,$470.43,210

67,$668.07,39

165,$417.97,359

235,$418.31,436

41,$864.71,294

381,$367.74,51

186,$443.58,258

292,$740.70,286

16,$137.37,6

41,"$3,296.40",350

413,"$5,466.29",377

66,"$1,500.85",264

87,"$2,929.67",31

111,$138.47,144

223,"$3,306.23",206

185,"$6,765.09",437

126,"$3,629.23",492

361,"$6,318.96",402

125,$234.57,164

422,"$2,446.86",265

494,$648.27,426

204,"$2,393.84",347

277,$961.69,109

483,$422.91,335

57,"$1,305.77",406

222,"$1,203.96",4

406,$607.07,308

87,"$1,078.61",299

35,$161.58,22

338,"$3,130.17",236

340,$228.47,227

22,"$3,688.54",474

337,$211.04,448

374,"$1,326.26",153

135,$972.13,233

94,"$3,947.42",253

320,$438.34,353

370,"$3,557.05",363

399,$339.47,332

43,"$1,982.63",4

113,$483.92,169

315,$374.63,6

374,"$11,312.09",389

47,$631.50,397

258,"$1,391.12",285

200,$892.27,18

325,"$4,240.34",184

30,"$4,057.33",287

262,"$2,483.10",229

26,$959.91,199

395,"$1,256.82",387

302,$178.84,462

320,"$2,192.46",435

298,"$1,891.18",466

390,"$1,969.65",5

347,"$1,365.90",375

486,"$2,089.93",123

108,$249.79,406

500,"$1,602.42",443

110,$544.83,361

166,$791.74,6

484,"$3,413.42",477

40,$647.93,304

274,$944.07,289

267,"$1,454.85",396

489,$759.42,361

424,"$2,627.91",351

487,$478.48,372

175,"$1,126.04",358

202,$169.10,38

130,$954.96,450

260,"$2,481.43",122

471,"$2,344.27",315

488,"$7,349.72",268

371,"$3,355.85",96

21,$361.55,319

55,$438.13,32

248,"$2,924.71",227

456,$260.89,465

163,$209.38,189

343,$826.41,13

485,"$1,008.47",81

308,$803.17,50

251,"$6,646.56",316

354,$736.66,24

334,$338.59,247

313,$798.00,480

146,$493.98,124

354,"$4,963.12",155

193,$913.93,306

233,"$1,281.11",154

216,"$11,169.04",432

144,"$1,942.32",198

165,$555.98,190

60,"$1,423.85",324

33,$799.00,350

355,"$1,389.46",193

28,"$1,367.91",246

200,$178.49,11

172,"$1,611.39",192

263,"$2,109.89",258

408,"$18,884.67",196

476,$266.67,476

126,"$1,503.78",200

419,$742.14,386

141,"$1,383.39",459

221,"$2,374.80",195

480,$457.57,406

70,"$1,694.40",248

138,$303.90,126

473,$911.73,136

445,$495.74,393

51,"$1,207.23",455

382,"$3,166.95",373

323,"$2,601.85",27

113,"$2,054.43",169

270,$77.72,47

277,$524.26,109

397,$945.01,168

380,$203.44,302

32,"$1,683.93",170

131,"$1,921.82",15

36,$677.59,37

37,$217.02,291

332,"$1,722.22",34

137,"$1,111.46",395

79,"$1,164.44",196

390,"$7,467.17",4

292,$797.01,454

335,$162.19,51

213,$686.77,158

316,"$1,661.73",13

90,$844.13,237

148,"$2,380.88",246

384,$531.56,293

370,$122.69,193

312,"$1,895.63",32

461,"$2,642.43",213

3,"$2,294.50",138

133,$878.34,348

139,"$1,231.88",498

485,"$2,855.88",430

373,"$3,075.83",422

404,"$1,159.36",463

385,"$2,419.01",403

406,$567.26,217

179,$180.53,289

94,$278.12,66

44,$226.57,70

185,"$4,716.94",489

10,"$2,859.95",144

7,$837.17,174

234,"$3,824.78",330

243,$246.21,236

325,$831.30,145

141,"$3,604.10",38

480,$628.68,425

104,$411.25,103

119,"$3,223.90",68

209,"$1,309.42",460

488,$919.98,286

122,"$5,552.09",152

481,$536.86,20

270,$762.52,381

21,"$1,411.64",7

56,"$2,817.97",145

383,$418.26,331

136,$277.75,355

48,$274.11,212

369,$364.81,154

117,"$1,098.06",41

301,"$2,996.93",50

223,"$1,347.70",176

276,$144.43,367

172,"$1,651.62",408

117,"$1,714.67",365

79,$188.34,382

121,"$3,035.23",434

395,"$5,640.25",364

256,$276.20,36

428,"$2,645.01",318

57,"$1,027.58",80

389,$239.44,74

132,"$2,432.80",292

130,"$1,062.48",168

321,"$4,168.36",458

162,"$3,513.75",365

162,"$1,742.86",194

9,"$1,594.96",262

307,$493.09,368

306,"$2,338.72",35

472,$443.49,79

101,"$2,003.73",381

352,$185.26,442

74,$450.32,310

242,"$4,186.62",381

86,"$1,275.71",116

202,"$1,201.71",93

125,"$1,277.91",369

195,"$2,605.67",84

72,"$2,227.78",433

459,"$2,490.22",147

482,$636.71,237

417,$593.39,483

2,"$1,690.30",478

480,$382.92,223

205,"$2,146.18",42

93,$830.61,71

490,$914.76,367

250,"$1,009.67",90

494,"$1,903.89",234

197,"$2,545.59",439

428,"$3,436.82",355

179,"$1,502.46",84

43,$494.93,202

354,"$1,145.67",312

407,$701.91,474

1,$407.26,312

143,$320.46,102

407,$336.10,499

112,$916.07,390

308,"$1,031.77",378

335,$227.19,248

84,"$1,555.53",154

55,$791.10,245

342,"$1,519.27",109

179,$745.06,339

371,"$1,112.75",164

461,"$1,853.90",371

210,"$4,122.87",344

13,$493.85,494

280,$502.98,152

72,"$4,509.31",493

32,"$8,483.49",398

429,"$1,481.22",450

55,"$1,894.13",417

96,$616.72,259

43,$913.02,309

429,$625.24,351

56,$467.40,442

16,"$3,356.58",73

407,$565.79,319

237,$752.39,448

386,"$3,854.65",139

481,$361.11,115

325,$88.44,182

297,$555.95,340

287,$336.07,208

240,$123.60,317

300,"$1,152.55",316

427,$972.19,240

371,$434.02,51

190,"$1,000.76",447

66,"$10,681.65",303

60,$685.91,215

260,"$2,522.59",243

38,$261.03,75

407,"$4,207.80",274

213,$247.12,340

222,$730.72,393

122,"$2,583.31",166

196,"$2,416.77",257

11,$468.93,305

437,"$2,007.69",456

156,"$2,646.51",327

438,"$4,803.19",46

28,"$2,088.64",395

223,$529.98,488

355,$635.43,58

397,"$8,238.43",324

337,"$1,845.22",493

289,"$1,713.22",127

432,$971.21,376

3,$964.91,213

251,"$5,725.90",461

173,$496.89,418

332,$265.04,97

183,$434.89,332

256,$670.45,195

339,$459.79,150

328,$352.80,15

405,"$3,418.82",54

409,"$1,224.89",286

483,"$2,540.62",100

374,$710.10,124

314,"$1,033.63",275

176,$934.57,26

108,"$2,841.32",392

169,"$1,485.45",471

150,"$4,257.39",19

380,$414.73,216

487,"$15,451.14",459

110,"$1,643.02",250

455,$628.93,139

376,$632.07,469

430,"$2,755.05",78

435,"$1,716.29",84

97,"$2,014.76",380

477,$141.42,39

363,"$2,641.79",294

487,"$2,346.39",497

78,"$2,422.34",230

400,"$6,965.10",452

312,"$7,045.53",121

115,$526.90,327

305,$543.46,354

144,"$2,611.43",456

406,$571.54,24

133,"$2,491.65",214

131,$210.47,6

213,$826.19,134

95,$584.31,408

154,"$4,535.22",483

43,$909.38,70

468,$298.32,65

462,"$1,359.43",328

193,"$2,788.37",174

320,$505.97,327

256,$514.89,324
